signal_id,location_id,date,syndrome,patient_count
opd_001176,loc_005,2026-08-23,rash,3
opd_001177,loc_005,2026-08-24,fever,7
opd_001178,loc_005,2026-08-24,diarrhea,3
opd_001179,loc_005,2026-08-24,cough,4
opd_001180,loc_005,2026-08-24,rash,0
opd_001181,loc_005,2026-08-25,fever,7
opd_001182,loc_005,2026-08-25,diarrhea,6
opd_001183,loc_005,2026-08-25,cough,2
opd_001184,loc_005,2026-08-25,rash,0
opd_001185,loc_005,2026-08-26,fever,6
opd_001186,loc_005,2026-08-26,diarrhea,5
opd_001187,loc_005,2026-08-26,cough,3
opd_001188,loc_005,2026-08-26,rash,1
opd_001189,loc_005,2026-08-27,fever,6
opd_001190,loc_005,2026-08-27,diarrhea,4
opd_001191,loc_005,2026-08-27,cough,3
opd_001192,loc_005,2026-08-27,rash,0
opd_001193,loc_005,2026-08-28,fever,7
opd_001194,loc_005,2026-08-28,diarrhea,2
opd_001195,loc_005,2026-08-28,cough,4
opd_001196,loc_005,2026-08-28,rash,0
opd_001197,loc_005,2026-08-29,fever,5
opd_001198,loc_005,2026-08-29,diarrhea,6
opd_001199,loc_005,2026-08-29,cough,6
opd_001200,loc_005,2026-08-29,rash,1
opd_001201,loc_006,2026-07-01,fever,6
opd_001202,loc_006,2026-07-01,diarrhea,2
opd_001203,loc_006,2026-07-01,cough,4
opd_001204,loc_006,2026-07-01,rash,0
opd_001205,loc_006,2026-07-02,fever,8
opd_001206,loc_006,2026-07-02,diarrhea,6
opd_001207,loc_006,2026-07-02,cough,6
opd_001208,loc_006,2026-07-02,rash,0
opd_001209,loc_006,2026-07-03,fever,4
opd_001210,loc_006,2026-07-03,diarrhea,2
opd_001211,loc_006,2026-07-03,cough,3
opd_001212,loc_006,2026-07-03,rash,0
opd_001213,loc_006,2026-07-04,fever,4
opd_001214,loc_006,2026-07-04,diarrhea,4
opd_001215,loc_006,2026-07-04,cough,3
opd_001216,loc_006,2026-07-04,rash,3
opd_001217,loc_006,2026-07-05,fever,8
opd_001218,loc_006,2026-07-05,diarrhea,5
opd_001219,loc_006,2026-07-05,cough,5
opd_001220,loc_006,2026-07-05,rash,0
opd_001221,loc_006,2026-07-06,fever,6
opd_001222,loc_006,2026-07-06,diarrhea,3
opd_001223,loc_006,2026-07-06,cough,2
opd_001224,loc_006,2026-07-06,rash,0
opd_001225,loc_006,2026-07-07,fever,4
opd_001226,loc_006,2026-07-07,diarrhea,6
opd_001227,loc_006,2026-07-07,cough,4
opd_001228,loc_006,2026-07-07,rash,1
opd_001229,loc_006,2026-07-08,fever,5
opd_001230,loc_006,2026-07-08,diarrhea,2
opd_001231,loc_006,2026-07-08,cough,3
opd_001232,loc_006,2026-07-08,rash,0
opd_001233,loc_006,2026-07-09,fever,5
opd_001234,loc_006,2026-07-09,diarrhea,2
opd_001235,loc_006,2026-07-09,cough,6
opd_001236,loc_006,2026-07-09,rash,2
opd_001237,loc_006,2026-07-10,fever,7
opd_001238,loc_006,2026-07-10,diarrhea,4
opd_001239,loc_006,2026-07-10,cough,2
opd_001240,loc_006,2026-07-10,rash,2
opd_001241,loc_006,2026-07-11,fever,8
opd_001242,loc_006,2026-07-11,diarrhea,2
opd_001243,loc_006,2026-07-11,cough,6
opd_001244,loc_006,2026-07-11,rash,3
opd_001245,loc_006,2026-07-12,fever,4
opd_001246,loc_006,2026-07-12,diarrhea,3
opd_001247,loc_006,2026-07-12,cough,5
opd_001248,loc_006,2026-07-12,rash,2
opd_001249,loc_006,2026-07-13,fever,7
opd_001250,loc_006,2026-07-13,diarrhea,2
opd_001251,loc_006,2026-07-13,cough,6
opd_001252,loc_006,2026-07-13,rash,1
opd_001253,loc_006,2026-07-14,fever,7
opd_001254,loc_006,2026-07-14,diarrhea,4
opd_001255,loc_006,2026-07-14,cough,3
opd_001256,loc_006,2026-07-14,rash,1
opd_001257,loc_006,2026-07-15,fever,4
opd_001258,loc_006,2026-07-15,diarrhea,6
opd_001259,loc_006,2026-07-15,cough,6
opd_001260,loc_006,2026-07-15,rash,0
opd_001261,loc_006,2026-07-16,fever,6
opd_001262,loc_006,2026-07-16,diarrhea,2
opd_001263,loc_006,2026-07-16,cough,4
opd_001264,loc_006,2026-07-16,rash,0
opd_001265,loc_006,2026-07-17,fever,7
opd_001266,loc_006,2026-07-17,diarrhea,5
opd_001267,loc_006,2026-07-17,cough,4
opd_001268,loc_006,2026-07-17,rash,3
opd_001269,loc_006,2026-07-18,fever,6
opd_001270,loc_006,2026-07-18,diarrhea,5
opd_001271,loc_006,2026-07-18,cough,6
opd_001272,loc_006,2026-07-18,rash,1
opd_001273,loc_006,2026-07-19,fever,6
opd_001274,loc_006,2026-07-19,diarrhea,2
opd_001275,loc_006,2026-07-19,cough,3
opd_001276,loc_006,2026-07-19,rash,1
opd_001277,loc_006,2026-07-20,fever,5
opd_001278,loc_006,2026-07-20,diarrhea,4
opd_001279,loc_006,2026-07-20,cough,3
opd_001280,loc_006,2026-07-20,rash,0
opd_001281,loc_006,2026-07-21,fever,6
opd_001282,loc_006,2026-07-21,diarrhea,6
opd_001283,loc_006,2026-07-21,cough,6
opd_001284,loc_006,2026-07-21,rash,0
opd_001285,loc_006,2026-07-22,fever,6
opd_001286,loc_006,2026-07-22,diarrhea,4
opd_001287,loc_006,2026-07-22,cough,6
opd_001288,loc_006,2026-07-22,rash,3
opd_001289,loc_006,2026-07-23,fever,8
opd_001290,loc_006,2026-07-23,diarrhea,5
opd_001291,loc_006,2026-07-23,cough,6
opd_001292,loc_006,2026-07-23,rash,3
opd_001293,loc_006,2026-07-24,fever,4
opd_001294,loc_006,2026-07-24,diarrhea,2
opd_001295,loc_006,2026-07-24,cough,4
opd_001296,loc_006,2026-07-24,rash,0
opd_001297,loc_006,2026-07-25,fever,5
opd_001298,loc_006,2026-07-25,diarrhea,3
opd_001299,loc_006,2026-07-25,cough,4
opd_001300,loc_006,2026-07-25,rash,1
opd_001301,loc_006,2026-07-26,fever,4
opd_001302,loc_006,2026-07-26,diarrhea,2
opd_001303,loc_006,2026-07-26,cough,3
opd_001304,loc_006,2026-07-26,rash,1
opd_001305,loc_006,2026-07-27,fever,7
opd_001306,loc_006,2026-07-27,diarrhea,4
opd_001307,loc_006,2026-07-27,cough,2
opd_001308,loc_006,2026-07-27,rash,0
opd_001309,loc_006,2026-07-28,fever,6
opd_001310,loc_006,2026-07-28,diarrhea,4
opd_001311,loc_006,2026-07-28,cough,2
opd_001312,loc_006,2026-07-28,rash,0
opd_001313,loc_006,2026-07-29,fever,4
opd_001314,loc_006,2026-07-29,diarrhea,4
opd_001315,loc_006,2026-07-29,cough,6
opd_001316,loc_006,2026-07-29,rash,0
opd_001317,loc_006,2026-07-30,fever,4
opd_001318,loc_006,2026-07-30,diarrhea,3
opd_001319,loc_006,2026-07-30,cough,6
opd_001320,loc_006,2026-07-30,rash,2
opd_001321,loc_006,2026-07-31,fever,6
opd_001322,loc_006,2026-07-31,diarrhea,6
opd_001323,loc_006,2026-07-31,cough,4
opd_001324,loc_006,2026-07-31,rash,2
opd_001325,loc_006,2026-08-01,fever,6
opd_001326,loc_006,2026-08-01,diarrhea,2
opd_001327,loc_006,2026-08-01,cough,2
opd_001328,loc_006,2026-08-01,rash,0
opd_001329,loc_006,2026-08-02,fever,6
opd_001330,loc_006,2026-08-02,diarrhea,6
opd_001331,loc_006,2026-08-02,cough,2
opd_001332,loc_006,2026-08-02,rash,0
opd_001333,loc_006,2026-08-03,fever,5
opd_001334,loc_006,2026-08-03,diarrhea,5
opd_001335,loc_006,2026-08-03,cough,3
opd_001336,loc_006,2026-08-03,rash,1
opd_001337,loc_006,2026-08-04,fever,5
opd_001338,loc_006,2026-08-04,diarrhea,5
opd_001339,loc_006,2026-08-04,cough,2
opd_001340,loc_006,2026-08-04,rash,2
opd_001341,loc_006,2026-08-05,fever,4
opd_001342,loc_006,2026-08-05,diarrhea,3
opd_001343,loc_006,2026-08-05,cough,5
opd_001344,loc_006,2026-08-05,rash,3
opd_001345,loc_006,2026-08-06,fever,8
opd_001346,loc_006,2026-08-06,diarrhea,3
opd_001347,loc_006,2026-08-06,cough,6
opd_001348,loc_006,2026-08-06,rash,0
opd_001349,loc_006,2026-08-07,fever,8
opd_001350,loc_006,2026-08-07,diarrhea,2
opd_001351,loc_006,2026-08-07,cough,6
opd_001352,loc_006,2026-08-07,rash,0
opd_001353,loc_006,2026-08-08,fever,7
opd_001354,loc_006,2026-08-08,diarrhea,6
opd_001355,loc_006,2026-08-08,cough,6
opd_001356,loc_006,2026-08-08,rash,3
opd_001357,loc_006,2026-08-09,fever,8
opd_001358,loc_006,2026-08-09,diarrhea,6
opd_001359,loc_006,2026-08-09,cough,6
opd_001360,loc_006,2026-08-09,rash,0
opd_001361,loc_006,2026-08-10,fever,6
opd_001362,loc_006,2026-08-10,diarrhea,6
opd_001363,loc_006,2026-08-10,cough,5
opd_001364,loc_006,2026-08-10,rash,0
opd_001365,loc_006,2026-08-11,fever,4
opd_001366,loc_006,2026-08-11,diarrhea,4
opd_001367,loc_006,2026-08-11,cough,2
opd_001368,loc_006,2026-08-11,rash,3
opd_001369,loc_006,2026-08-12,fever,6
opd_001370,loc_006,2026-08-12,diarrhea,4
opd_001371,loc_006,2026-08-12,cough,2
opd_001372,loc_006,2026-08-12,rash,2
opd_001373,loc_006,2026-08-13,fever,7
opd_001374,loc_006,2026-08-13,diarrhea,3
opd_001375,loc_006,2026-08-13,cough,3
opd_001376,loc_006,2026-08-13,rash,3
opd_001377,loc_006,2026-08-14,fever,8
opd_001378,loc_006,2026-08-14,diarrhea,3
opd_001379,loc_006,2026-08-14,cough,4
opd_001380,loc_006,2026-08-14,rash,1
opd_001381,loc_006,2026-08-15,fever,7
opd_001382,loc_006,2026-08-15,diarrhea,4
opd_001383,loc_006,2026-08-15,cough,4
opd_001384,loc_006,2026-08-15,rash,1
opd_001385,loc_006,2026-08-16,fever,4
opd_001386,loc_006,2026-08-16,diarrhea,4
opd_001387,loc_006,2026-08-16,cough,3
opd_001388,loc_006,2026-08-16,rash,0
opd_001389,loc_006,2026-08-17,fever,7
opd_001390,loc_006,2026-08-17,diarrhea,5
opd_001391,loc_006,2026-08-17,cough,3
opd_001392,loc_006,2026-08-17,rash,0
opd_001393,loc_006,2026-08-18,fever,8
opd_001394,loc_006,2026-08-18,diarrhea,3
opd_001395,loc_006,2026-08-18,cough,4
opd_001396,loc_006,2026-08-18,rash,2
opd_001397,loc_006,2026-08-19,fever,4
opd_001398,loc_006,2026-08-19,diarrhea,6
opd_001399,loc_006,2026-08-19,cough,4
opd_001400,loc_006,2026-08-19,rash,0
opd_001401,loc_006,2026-08-20,fever,5
opd_001402,loc_006,2026-08-20,diarrhea,6
opd_001403,loc_006,2026-08-20,cough,2
opd_001404,loc_006,2026-08-20,rash,2
opd_001405,loc_006,2026-08-21,fever,5
opd_001406,loc_006,2026-08-21,diarrhea,6
opd_001407,loc_006,2026-08-21,cough,2
opd_001408,loc_006,2026-08-21,rash,1
opd_001409,loc_006,2026-08-22,fever,8
opd_001410,loc_006,2026-08-22,diarrhea,4
opd_001411,loc_006,2026-08-22,cough,5
opd_001412,loc_006,2026-08-22,rash,0
opd_001413,loc_006,2026-08-23,fever,5
opd_001414,loc_006,2026-08-23,diarrhea,2
opd_001415,loc_006,2026-08-23,cough,3
opd_001416,loc_006,2026-08-23,rash,0
opd_001417,loc_006,2026-08-24,fever,7
opd_001418,loc_006,2026-08-24,diarrhea,6
opd_001419,loc_006,2026-08-24,cough,2
opd_001420,loc_006,2026-08-24,rash,2
opd_001421,loc_006,2026-08-25,fever,8
opd_001422,loc_006,2026-08-25,diarrhea,4
opd_001423,loc_006,2026-08-25,cough,2
opd_001424,loc_006,2026-08-25,rash,2
opd_001425,loc_006,2026-08-26,fever,7
opd_001426,loc_006,2026-08-26,diarrhea,4
opd_001427,loc_006,2026-08-26,cough,6
opd_001428,loc_006,2026-08-26,rash,0
opd_001429,loc_006,2026-08-27,fever,6
opd_001430,loc_006,2026-08-27,diarrhea,4
opd_001431,loc_006,2026-08-27,cough,6
opd_001432,loc_006,2026-08-27,rash,3
opd_001433,loc_006,2026-08-28,fever,5
opd_001434,loc_006,2026-08-28,diarrhea,3
opd_001435,loc_006,2026-08-28,cough,3
opd_001436,loc_006,2026-08-28,rash,1
opd_001437,loc_006,2026-08-29,fever,4
opd_001438,loc_006,2026-08-29,diarrhea,4
opd_001439,loc_006,2026-08-29,cough,2
opd_001440,loc_006,2026-08-29,rash,0
opd_001441,loc_007,2026-07-01,fever,7
opd_001442,loc_007,2026-07-01,diarrhea,5
opd_001443,loc_007,2026-07-01,cough,2
opd_001444,loc_007,2026-07-01,rash,2
opd_001445,loc_007,2026-07-02,fever,6
opd_001446,loc_007,2026-07-02,diarrhea,5
opd_001447,loc_007,2026-07-02,cough,4
opd_001448,loc_007,2026-07-02,rash,2
opd_001449,loc_007,2026-07-03,fever,7
opd_001450,loc_007,2026-07-03,diarrhea,6
opd_001451,loc_007,2026-07-03,cough,4
opd_001452,loc_007,2026-07-03,rash,3
opd_001453,loc_007,2026-07-04,fever,7
opd_001454,loc_007,2026-07-04,diarrhea,6
opd_001455,loc_007,2026-07-04,cough,3
opd_001456,loc_007,2026-07-04,rash,0
opd_001457,loc_007,2026-07-05,fever,4
opd_001458,loc_007,2026-07-05,diarrhea,3
opd_001459,loc_007,2026-07-05,cough,5
opd_001460,loc_007,2026-07-05,rash,0
opd_001461,loc_007,2026-07-06,fever,4
opd_001462,loc_007,2026-07-06,diarrhea,5
opd_001463,loc_007,2026-07-06,cough,5
opd_001464,loc_007,2026-07-06,rash,0
opd_001465,loc_007,2026-07-07,fever,6
opd_001466,loc_007,2026-07-07,diarrhea,3
opd_001467,loc_007,2026-07-07,cough,4
opd_001468,loc_007,2026-07-07,rash,0
opd_001469,loc_007,2026-07-08,fever,7
opd_001470,loc_007,2026-07-08,diarrhea,3
opd_001471,loc_007,2026-07-08,cough,5
opd_001472,loc_007,2026-07-08,rash,2
opd_001473,loc_007,2026-07-09,fever,4
opd_001474,loc_007,2026-07-09,diarrhea,4
opd_001475,loc_007,2026-07-09,cough,2
opd_001476,loc_007,2026-07-09,rash,0
opd_001477,loc_007,2026-07-10,fever,4
opd_001478,loc_007,2026-07-10,diarrhea,3
opd_001479,loc_007,2026-07-10,cough,6
opd_001480,loc_007,2026-07-10,rash,0
opd_001481,loc_007,2026-07-11,fever,8
opd_001482,loc_007,2026-07-11,diarrhea,4
opd_001483,loc_007,2026-07-11,cough,4
opd_001484,loc_007,2026-07-11,rash,1
opd_001485,loc_007,2026-07-12,fever,8
opd_001486,loc_007,2026-07-12,diarrhea,5
opd_001487,loc_007,2026-07-12,cough,6
opd_001488,loc_007,2026-07-12,rash,0
opd_001489,loc_007,2026-07-13,fever,5
opd_001490,loc_007,2026-07-13,diarrhea,6
opd_001491,loc_007,2026-07-13,cough,4
opd_001492,loc_007,2026-07-13,rash,2
opd_001493,loc_007,2026-07-14,fever,8
opd_001494,loc_007,2026-07-14,diarrhea,2
opd_001495,loc_007,2026-07-14,cough,5
opd_001496,loc_007,2026-07-14,rash,1
opd_001497,loc_007,2026-07-15,fever,8
opd_001498,loc_007,2026-07-15,diarrhea,4
opd_001499,loc_007,2026-07-15,cough,3
opd_001500,loc_007,2026-07-15,rash,0
opd_001501,loc_007,2026-07-16,fever,5
opd_001502,loc_007,2026-07-16,diarrhea,3
opd_001503,loc_007,2026-07-16,cough,2
opd_001504,loc_007,2026-07-16,rash,1
opd_001505,loc_007,2026-07-17,fever,5
opd_001506,loc_007,2026-07-17,diarrhea,5
opd_001507,loc_007,2026-07-17,cough,3
opd_001508,loc_007,2026-07-17,rash,1
opd_001509,loc_007,2026-07-18,fever,4
opd_001510,loc_007,2026-07-18,diarrhea,2
opd_001511,loc_007,2026-07-18,cough,6
opd_001512,loc_007,2026-07-18,rash,3
opd_001513,loc_007,2026-07-19,fever,5
opd_001514,loc_007,2026-07-19,diarrhea,4
opd_001515,loc_007,2026-07-19,cough,5
opd_001516,loc_007,2026-07-19,rash,3
opd_001517,loc_007,2026-07-20,fever,5
opd_001518,loc_007,2026-07-20,diarrhea,5
opd_001519,loc_007,2026-07-20,cough,5
opd_001520,loc_007,2026-07-20,rash,0
opd_001521,loc_007,2026-07-21,fever,7
opd_001522,loc_007,2026-07-21,diarrhea,2
opd_001523,loc_007,2026-07-21,cough,4
opd_001524,loc_007,2026-07-21,rash,1
opd_001525,loc_007,2026-07-22,fever,7
opd_001526,loc_007,2026-07-22,diarrhea,3
opd_001527,loc_007,2026-07-22,cough,2
opd_001528,loc_007,2026-07-22,rash,1
opd_001529,loc_007,2026-07-23,fever,7
opd_001530,loc_007,2026-07-23,diarrhea,5
opd_001531,loc_007,2026-07-23,cough,4
opd_001532,loc_007,2026-07-23,rash,3
opd_001533,loc_007,2026-07-24,fever,5
opd_001534,loc_007,2026-07-24,diarrhea,6
opd_001535,loc_007,2026-07-24,cough,5
opd_001536,loc_007,2026-07-24,rash,1
opd_001537,loc_007,2026-07-25,fever,4
opd_001538,loc_007,2026-07-25,diarrhea,6
opd_001539,loc_007,2026-07-25,cough,4
opd_001540,loc_007,2026-07-25,rash,1
opd_001541,loc_007,2026-07-26,fever,8
opd_001542,loc_007,2026-07-26,diarrhea,5
opd_001543,loc_007,2026-07-26,cough,5
opd_001544,loc_007,2026-07-26,rash,0
opd_001545,loc_007,2026-07-27,fever,4
opd_001546,loc_007,2026-07-27,diarrhea,3
opd_001547,loc_007,2026-07-27,cough,6
opd_001548,loc_007,2026-07-27,rash,2
opd_001549,loc_007,2026-07-28,fever,8
opd_001550,loc_007,2026-07-28,diarrhea,4
opd_001551,loc_007,2026-07-28,cough,2
opd_001552,loc_007,2026-07-28,rash,1
opd_001553,loc_007,2026-07-29,fever,7
opd_001554,loc_007,2026-07-29,diarrhea,5
opd_001555,loc_007,2026-07-29,cough,5
opd_001556,loc_007,2026-07-29,rash,0
opd_001557,loc_007,2026-07-30,fever,8
opd_001558,loc_007,2026-07-30,diarrhea,4
opd_001559,loc_007,2026-07-30,cough,5
opd_001560,loc_007,2026-07-30,rash,3
opd_001561,loc_007,2026-07-31,fever,5
opd_001562,loc_007,2026-07-31,diarrhea,4
opd_001563,loc_007,2026-07-31,cough,5
opd_001564,loc_007,2026-07-31,rash,3
opd_001565,loc_007,2026-08-01,fever,4
opd_001566,loc_007,2026-08-01,diarrhea,2
opd_001567,loc_007,2026-08-01,cough,3
opd_001568,loc_007,2026-08-01,rash,3
opd_001569,loc_007,2026-08-02,fever,8
opd_001570,loc_007,2026-08-02,diarrhea,2
opd_001571,loc_007,2026-08-02,cough,4
opd_001572,loc_007,2026-08-02,rash,0
opd_001573,loc_007,2026-08-03,fever,6
opd_001574,loc_007,2026-08-03,diarrhea,5
opd_001575,loc_007,2026-08-03,cough,5
opd_001576,loc_007,2026-08-03,rash,2
opd_001577,loc_007,2026-08-04,fever,7
opd_001578,loc_007,2026-08-04,diarrhea,5
opd_001579,loc_007,2026-08-04,cough,5
opd_001580,loc_007,2026-08-04,rash,0
opd_001581,loc_007,2026-08-05,fever,8
opd_001582,loc_007,2026-08-05,diarrhea,4
opd_001583,loc_007,2026-08-05,cough,5
opd_001584,loc_007,2026-08-05,rash,0
opd_001585,loc_007,2026-08-06,fever,8
opd_001586,loc_007,2026-08-06,diarrhea,6
opd_001587,loc_007,2026-08-06,cough,5
opd_001588,loc_007,2026-08-06,rash,2
opd_001589,loc_007,2026-08-07,fever,8
opd_001590,loc_007,2026-08-07,diarrhea,6
opd_001591,loc_007,2026-08-07,cough,2
opd_001592,loc_007,2026-08-07,rash,3
opd_001593,loc_007,2026-08-08,fever,4
opd_001594,loc_007,2026-08-08,diarrhea,3
opd_001595,loc_007,2026-08-08,cough,2
opd_001596,loc_007,2026-08-08,rash,2
opd_001597,loc_007,2026-08-09,fever,5
opd_001598,loc_007,2026-08-09,diarrhea,2
opd_001599,loc_007,2026-08-09,cough,2
opd_001600,loc_007,2026-08-09,rash,3
opd_001601,loc_007,2026-08-10,fever,4
opd_001602,loc_007,2026-08-10,diarrhea,5
opd_001603,loc_007,2026-08-10,cough,6
opd_001604,loc_007,2026-08-10,rash,0
opd_001605,loc_007,2026-08-11,fever,4
opd_001606,loc_007,2026-08-11,diarrhea,3
opd_001607,loc_007,2026-08-11,cough,6
opd_001608,loc_007,2026-08-11,rash,0
opd_001609,loc_007,2026-08-12,fever,5
opd_001610,loc_007,2026-08-12,diarrhea,4
opd_001611,loc_007,2026-08-12,cough,2
opd_001612,loc_007,2026-08-12,rash,1
opd_001613,loc_007,2026-08-13,fever,7
opd_001614,loc_007,2026-08-13,diarrhea,5
opd_001615,loc_007,2026-08-13,cough,3
opd_001616,loc_007,2026-08-13,rash,1
opd_001617,loc_007,2026-08-14,fever,7
opd_001618,loc_007,2026-08-14,diarrhea,4
opd_001619,loc_007,2026-08-14,cough,2
opd_001620,loc_007,2026-08-14,rash,3
opd_001621,loc_007,2026-08-15,fever,6
opd_001622,loc_007,2026-08-15,diarrhea,5
opd_001623,loc_007,2026-08-15,cough,4
opd_001624,loc_007,2026-08-15,rash,2
opd_001625,loc_007,2026-08-16,fever,5
opd_001626,loc_007,2026-08-16,diarrhea,6
opd_001627,loc_007,2026-08-16,cough,2
opd_001628,loc_007,2026-08-16,rash,2
opd_001629,loc_007,2026-08-17,fever,4
opd_001630,loc_007,2026-08-17,diarrhea,2
opd_001631,loc_007,2026-08-17,cough,6
opd_001632,loc_007,2026-08-17,rash,2
opd_001633,loc_007,2026-08-18,fever,5
opd_001634,loc_007,2026-08-18,diarrhea,3
opd_001635,loc_007,2026-08-18,cough,4
opd_001636,loc_007,2026-08-18,rash,0
opd_001637,loc_007,2026-08-19,fever,5
opd_001638,loc_007,2026-08-19,diarrhea,3
opd_001639,loc_007,2026-08-19,cough,6
opd_001640,loc_007,2026-08-19,rash,1
opd_001641,loc_007,2026-08-20,fever,6
opd_001642,loc_007,2026-08-20,diarrhea,5
opd_001643,loc_007,2026-08-20,cough,3
opd_001644,loc_007,2026-08-20,rash,0
opd_001645,loc_007,2026-08-21,fever,7
opd_001646,loc_007,2026-08-21,diarrhea,3
opd_001647,loc_007,2026-08-21,cough,6
opd_001648,loc_007,2026-08-21,rash,3
opd_001649,loc_007,2026-08-22,fever,5
opd_001650,loc_007,2026-08-22,diarrhea,2
opd_001651,loc_007,2026-08-22,cough,5
opd_001652,loc_007,2026-08-22,rash,3
opd_001653,loc_007,2026-08-23,fever,5
opd_001654,loc_007,2026-08-23,diarrhea,4
opd_001655,loc_007,2026-08-23,cough,4
opd_001656,loc_007,2026-08-23,rash,0
opd_001657,loc_007,2026-08-24,fever,8
opd_001658,loc_007,2026-08-24,diarrhea,3
opd_001659,loc_007,2026-08-24,cough,4
opd_001660,loc_007,2026-08-24,rash,1
opd_001661,loc_007,2026-08-25,fever,4
opd_001662,loc_007,2026-08-25,diarrhea,3
opd_001663,loc_007,2026-08-25,cough,3
opd_001664,loc_007,2026-08-25,rash,3
opd_001665,loc_007,2026-08-26,fever,5
opd_001666,loc_007,2026-08-26,diarrhea,3
opd_001667,loc_007,2026-08-26,cough,2
opd_001668,loc_007,2026-08-26,rash,2
opd_001669,loc_007,2026-08-27,fever,8
opd_001670,loc_007,2026-08-27,diarrhea,6
opd_001671,loc_007,2026-08-27,cough,6
opd_001672,loc_007,2026-08-27,rash,2
opd_001673,loc_007,2026-08-28,fever,4
opd_001674,loc_007,2026-08-28,diarrhea,6
opd_001675,loc_007,2026-08-28,cough,6
opd_001676,loc_007,2026-08-28,rash,2
opd_001677,loc_007,2026-08-29,fever,6
opd_001678,loc_007,2026-08-29,diarrhea,4
opd_001679,loc_007,2026-08-29,cough,4
opd_001680,loc_007,2026-08-29,rash,0
opd_001681,loc_008,2026-07-01,fever,7
opd_001682,loc_008,2026-07-01,diarrhea,3
opd_001683,loc_008,2026-07-01,cough,2
opd_001684,loc_008,2026-07-01,rash,2
opd_001685,loc_008,2026-07-02,fever,4
opd_001686,loc_008,2026-07-02,diarrhea,4
opd_001687,loc_008,2026-07-02,cough,3
opd_001688,loc_008,2026-07-02,rash,0
opd_001689,loc_008,2026-07-03,fever,5
opd_001690,loc_008,2026-07-03,diarrhea,4
opd_001691,loc_008,2026-07-03,cough,4
opd_001692,loc_008,2026-07-03,rash,0
opd_001693,loc_008,2026-07-04,fever,5
opd_001694,loc_008,2026-07-04,diarrhea,2
opd_001695,loc_008,2026-07-04,cough,6
opd_001696,loc_008,2026-07-04,rash,0
opd_001697,loc_008,2026-07-05,fever,6
opd_001698,loc_008,2026-07-05,diarrhea,5
opd_001699,loc_008,2026-07-05,cough,5
opd_001700,loc_008,2026-07-05,rash,2
opd_001701,loc_008,2026-07-06,fever,4
opd_001702,loc_008,2026-07-06,diarrhea,5
opd_001703,loc_008,2026-07-06,cough,2
opd_001704,loc_008,2026-07-06,rash,2
opd_001705,loc_008,2026-07-07,fever,7
opd_001706,loc_008,2026-07-07,diarrhea,5
opd_001707,loc_008,2026-07-07,cough,5
opd_001708,loc_008,2026-07-07,rash,3
opd_001709,loc_008,2026-07-08,fever,7
opd_001710,loc_008,2026-07-08,diarrhea,6
opd_001711,loc_008,2026-07-08,cough,6
opd_001712,loc_008,2026-07-08,rash,0
opd_001713,loc_008,2026-07-09,fever,5
opd_001714,loc_008,2026-07-09,diarrhea,5
opd_001715,loc_008,2026-07-09,cough,2
opd_001716,loc_008,2026-07-09,rash,0
opd_001717,loc_008,2026-07-10,fever,7
opd_001718,loc_008,2026-07-10,diarrhea,6
opd_001719,loc_008,2026-07-10,cough,5
opd_001720,loc_008,2026-07-10,rash,2
opd_001721,loc_008,2026-07-11,fever,5
opd_001722,loc_008,2026-07-11,diarrhea,3
opd_001723,loc_008,2026-07-11,cough,3
opd_001724,loc_008,2026-07-11,rash,3
opd_001725,loc_008,2026-07-12,fever,7
opd_001726,loc_008,2026-07-12,diarrhea,6
opd_001727,loc_008,2026-07-12,cough,6
opd_001728,loc_008,2026-07-12,rash,3
opd_001729,loc_008,2026-07-13,fever,4
opd_001730,loc_008,2026-07-13,diarrhea,6
opd_001731,loc_008,2026-07-13,cough,2
opd_001732,loc_008,2026-07-13,rash,0
opd_001733,loc_008,2026-07-14,fever,6
opd_001734,loc_008,2026-07-14,diarrhea,2
opd_001735,loc_008,2026-07-14,cough,4
opd_001736,loc_008,2026-07-14,rash,3
opd_001737,loc_008,2026-07-15,fever,7
opd_001738,loc_008,2026-07-15,diarrhea,5
opd_001739,loc_008,2026-07-15,cough,6
opd_001740,loc_008,2026-07-15,rash,2
opd_001741,loc_008,2026-07-16,fever,5
opd_001742,loc_008,2026-07-16,diarrhea,2
opd_001743,loc_008,2026-07-16,cough,5
opd_001744,loc_008,2026-07-16,rash,3
opd_001745,loc_008,2026-07-17,fever,5
opd_001746,loc_008,2026-07-17,diarrhea,2
opd_001747,loc_008,2026-07-17,cough,4
opd_001748,loc_008,2026-07-17,rash,3
opd_001749,loc_008,2026-07-18,fever,7
opd_001750,loc_008,2026-07-18,diarrhea,5
opd_001751,loc_008,2026-07-18,cough,4
opd_001752,loc_008,2026-07-18,rash,3
opd_001753,loc_008,2026-07-19,fever,6
opd_001754,loc_008,2026-07-19,diarrhea,5
opd_001755,loc_008,2026-07-19,cough,5
opd_001756,loc_008,2026-07-19,rash,2
opd_001757,loc_008,2026-07-20,fever,6
opd_001758,loc_008,2026-07-20,diarrhea,2
opd_001759,loc_008,2026-07-20,cough,2
opd_001760,loc_008,2026-07-20,rash,2
opd_001761,loc_008,2026-07-21,fever,6
opd_001762,loc_008,2026-07-21,diarrhea,6
opd_001763,loc_008,2026-07-21,cough,3
